31.021544	-39.862805	
30.781058	-39.460617	
30.884675	-38.818907	
31.370876	-38.507889	
30.331048	-38.366469	
30.937143	-37.875200	
30.931545	-37.372585	
30.776761	-37.227837	
30.000340	-37.177639	
30.791047	-36.178970	
29.985903	-36.110132	
29.971400	-35.824537	
29.489324	-35.181091	
29.435247	-35.745846	
28.797758	-34.546728	
28.844418	-34.570154	
28.443564	-34.194798	
28.319880	-33.798753	
28.208425	-34.316513	
27.816984	-33.028547	
27.765802	-33.431053	
27.183498	-33.872424	
25.994630	-33.500159	
26.317649	-32.459900	
26.445513	-32.639268	
26.062908	-32.578995	
25.975065	-32.357209	
24.783790	-32.649737	
25.030677	-32.172529	
24.299046	-32.379153	
24.076767	-32.110820	
23.575136	-31.691515	
23.224784	-31.983848	
22.778838	-31.772903	
22.195931	-31.880704	
21.234171	-32.263221	
21.198818	-32.422575	
20.734171	-32.254907	
20.686988	-32.933863	
19.730447	-32.755971	
20.220412	-32.705922	
20.061130	-32.870281	
18.985262	-33.405832	
19.069279	-33.357523	
18.635578	-33.642306	
18.340731	-34.225825	
18.429938	-34.403142	
17.841509	-34.521771	
17.470298	-34.348449	
17.058861	-34.741710	
17.182674	-34.864471	
17.016485	-35.311676	
16.753844	-35.799803	
16.637778	-36.225851	
16.578336	-36.517419	
16.511268	-36.539076	
15.888106	-37.210012	
15.971391	-37.349197	
15.980705	-38.037911	
15.776849	-39.030983	
15.799988	-38.878194	
15.345513	-39.125841	
15.813905	-39.749338	
15.475025	-39.948761	
15.579313	-40.770754	
16.249651	-40.905101	
15.691721	-41.324764	
15.877966	-41.531607	
15.133664	-41.699624	
16.249597	-42.037339	
16.590506	-42.257033	
15.906551	-42.625479	
16.347893	-43.408095	
16.371285	-43.157833	
16.187718	-43.921734	
16.594187	-44.567527	
17.216324	-44.864213	
17.478939	-45.166619	
17.937646	-45.551737	
17.899265	-45.049781	
18.187008	-45.776219	
19.050883	-45.637893	
18.675022	-46.324782	
18.971789	-45.955477	
19.696680	-46.476961	
20.052753	-47.044770	
20.223710	-46.685117	
20.595711	-46.888749	
20.749115	-47.665166	
21.689971	-47.725164	
21.759141	-47.355374	
22.300893	-47.679339	
22.792922	-47.677568	
23.052893	-47.325784	
22.602748	-47.479850	
23.933085	-47.248735	
23.832156	-47.451734	
24.405656	-47.059595	
24.807242	-47.540541	
24.618848	-47.311274	
25.959868	-47.272854	
25.963303	-47.095490	
26.440156	-47.326271	
26.541221	-46.635768	
27.084131	-46.864235	
27.253083	-46.787284	
27.507336	-45.509567	
28.222804	-46.368058	
28.187459	-46.509141	
28.170528	-45.656097	
28.947214	-45.566191	
28.809852	-44.480575	
29.107435	-44.578294	
29.362185	-44.343423	
30.082024	-44.231707	
29.993567	-43.801244	
29.805479	-43.990235	
30.211134	-43.299464	
30.639728	-42.418603	
30.542962	-42.748403	
30.567424	-42.254745	
30.168813	-41.495927	
30.532543	-41.177263	
30.947804	-40.657405	
30.450759	-40.230658	
30.872220	-40.224303	
30.865930	-39.158071	
30.764289	-39.911059	
30.677982	-39.221847	
31.184776	-39.146757	
30.376325	-38.648984	
31.035213	-38.786185	
30.642932	-37.865750	
30.546875	-37.698030	
30.695514	-37.689944	
30.513651	-36.807328	
31.145152	-37.237336	
29.613866	-36.087033	
30.078411	-35.566376	
29.962430	-35.735910	
29.615254	-35.111764	
29.233006	-34.846426	
29.104366	-34.855592	
27.815254	-34.356345	
28.606231	-34.478280	
28.187880	-33.671393	
28.051295	-33.354420	
27.353198	-33.441505	
27.145560	-33.392934	
26.765879	-32.456019	
26.003081	-33.405752	
26.579368	-32.308792	
25.117268	-32.343616	
25.379375	-32.160715	
24.770697	-32.012859	
24.842589	-33.084744	
24.264149	-32.134617	
23.209580	-32.227535	
23.892157	-32.210172	
22.870413	-32.440650	
22.281646	-32.730680	
22.102521	-32.573698	
22.137650	-32.230770	
21.476057	-32.402163	
20.376010	-32.339494	
21.280754	-32.396277	
20.386993	-33.096774	
20.433781	-32.918365	
20.118047	-32.930234	
19.596358	-33.514262	
19.161651	-33.029405	
19.246766	-33.421470	
18.083933	-34.031320	
18.025675	-34.137710	
17.558306	-34.240977	
17.537488	-34.899049	
16.982241	-35.556906	
17.587932	-35.162834	
17.021324	-35.582539	
16.925760	-36.289564	
16.756297	-35.849619	
16.909579	-36.443297	
16.051533	-36.965543	
15.695302	-37.136448	
15.657946	-37.641152	
16.056869	-38.222871	
15.861856	-38.927328	
15.830454	-38.919015	
15.769112	-39.066125	
15.587293	-39.847389	
15.154130	-40.239585	
15.742671	-39.910624	
16.196200	-40.493137	
15.410409	-40.860127	
16.138750	-42.097367	
16.337212	-41.990174	
15.778686	-41.828095	
16.148123	-42.451736	
16.377846	-43.521555	
16.789643	-42.988996	
16.966168	-43.567117	
16.870595	-43.607473	
17.083539	-44.766387	
17.106206	-44.278974	
17.567547	-44.975361	
17.236175	-44.998496	
18.194342	-46.001262	
19.010803	-45.500503	
18.953020	-46.618263	
18.475268	-46.034266	
19.630762	-46.340076	
19.070264	-46.518448	
20.287880	-46.458360	
20.270572	-46.999301	
20.160511	-47.146163	
20.639303	-47.091250	
21.395695	-46.839925	
21.995740	-47.488431	
21.851350	-47.633106	
22.124118	-47.905167	
22.643038	-47.025842	
23.446754	-47.304391	
23.875971	-47.388899	
24.012830	-47.058717	
24.804651	-47.379609	
24.710923	-47.591248	
25.308441	-47.416646	
25.206105	-47.005524	
25.938298	-46.498964	
26.281833	-46.740293	
26.424851	-46.877484	
26.796278	-46.630363	
27.435844	-46.313828	
27.832634	-46.323931	
27.522738	-46.480961	
28.013650	-46.004582	
28.877730	-45.741914	
28.923049	-45.590681	
29.612816	-45.147634	
29.147411	-44.682128	
29.434055	-44.687757	
29.644284	-44.172349	
29.860415	-43.496344	
30.439980	-43.273827	
30.574180	-42.947227	
31.642336	-42.776886	
30.953015	-42.221822	
30.029740	-42.219816	
30.563714	-41.675527	
30.923123	-41.947235	
30.689864	-40.790474	
30.845357	-41.107411	
30.938652	-40.349835	
30.836362	-39.477117	
30.576513	-39.368586	
31.117411	-39.011235	
30.785995	-39.418549	
31.122645	-38.933426	
30.211481	-38.361785	
30.920643	-37.927628	
30.719368	-37.594189	
30.756311	-36.962450	
30.344400	-36.829123	
30.015742	-36.166270	
30.116116	-36.017919	
30.037852	-35.711679	
